1624114603.333,,,,,,,,,,,,,
1624114603.334,,,,,,,,,,,,,
1624114603.334,,,,,,,,,,,,1452.000000,1548.000000
1624114603.334,,,,,,,,,,,,,
1624114603.334,,0.000000,-0.130999,0.000000,-0.044380,-0.175380,0.000000,-0.035389,-1.981788,-0.000003,0.000000,,
1624114603.334,0.088761,,,,,,,,,,,,
1624114603.334,,,,,,,,,,,,,
1624114603.361,,,,,,,,,,,,,
1624114603.374,,,,,,,,,,,,,
1624114603.374,,,,,,,,,,,,,
1624114603.374,,0.000000,-0.130999,0.000000,-0.044313,-0.175312,0.000000,-0.035375,-1.981024,-0.000003,0.000000,,
1624114603.375,,,,,,,,,,,,1452.000000,1548.000000
1624114603.375,,,,,,,,,,,,,
1624114603.375,0.088625,,,,,,,,,,,,
1624114603.375,,,,,,,,,,,,,
1624114603.404,,,,,,,,,,,,,
1624114603.424,,,,,,,,,,,,,
1624114603.425,,,,,,,,,,,,,
1624114603.425,,0.000000,-0.130999,0.000000,-0.045288,-0.176287,0.000000,-0.035572,-1.992043,-0.000003,0.000000,,
1624114603.425,,,,,,,,,,,,,
1624114603.426,,,,,,,,,,,,1452.000000,1548.000000
1624114603.426,0.090576,,,,,,,,,,,,
1624114603.426,,,,,,,,,,,,,
1624114603.456,,,,,,,,,,,,,
1624114603.457,,,,,,,,,,,,,
1624114603.458,,,,,,,,,,,,,
1624114603.458,,0.000000,-0.130999,0.000000,-0.046179,-0.177178,0.000000,-0.035752,-2.002114,-0.000003,0.000000,,
1624114603.458,,,,,,,,,,,,1452.000000,1548.000000
1624114603.458,,,,,,,,,,,,,
1624114603.458,0.092358,,,,,,,,,,,,
1624114603.458,,,,,,,,,,,,,
1624114603.499,,,,,,,,,,,,,
1624114603.499,,,,,,,,,,,,,
1624114603.499,,0.000000,-0.130999,0.000000,-0.045944,-0.176943,0.000000,-0.035705,-1.999458,-0.000003,0.000000,,
1624114603.500,,,,,,,,,,,,1452.000000,1548.000000
1624114603.500,,,,,,,,,,,,,
1624114603.500,0.091888,,,,,,,,,,,,
1624114603.500,,,,,,,,,,,,,
1624114603.516,,,,,,,,,,,,,
1624114603.548,,,,,,,,,,,,,
1624114603.549,,0.000000,-0.130999,0.000000,-0.046757,-0.177756,0.000000,-0.035869,-2.008642,-0.000003,0.000000,,
1624114603.549,,,,,,,,,,,,1452.000000,1548.000000
1624114603.549,,,,,,,,,,,,,
1624114603.549,0.093514,,,,,,,,,,,,
1624114603.549,,,,,,,,,,,,,
1624114603.549,,,,,,,,,,,,,
1624114603.554,,,,,,,,,,,,,
1624114603.583,,,,,,,,,,,,,
1624114603.583,,,,,,,,,,,,,
1624114603.583,,0.000000,-0.130999,0.000000,-0.046452,-0.177451,0.000000,-0.035807,-2.005193,-0.000003,0.000000,,
1624114603.583,,,,,,,,,,,,1452.000000,1548.000000
1624114603.584,,,,,,,,,,,,,
1624114603.584,0.092903,,,,,,,,,,,,
1624114603.584,,,,,,,,,,,,,
1624114603.609,,,,,,,,,,,,,
1624114603.640,,,,,,,,,,,,,
1624114603.640,,,,,,,,,,,,,
1624114603.641,,0.000000,-0.130999,0.000000,-0.044037,-0.175036,0.000000,-0.035320,-1.977910,-0.000003,0.000000,,
1624114603.641,,,,,,,,,,,,1452.000000,1548.000000
1624114603.641,,,,,,,,,,,,,
1624114603.641,0.088074,,,,,,,,,,,,
1624114603.641,,,,,,,,,,,,,
1624114603.672,,,,,,,,,,,,,
1624114603.673,,,,,,,,,,,,,
1624114603.674,,,,,,,,,,,,,
1624114603.674,,,,,,,,,,,,,
1624114603.674,,0.000000,-0.130999,0.000000,-0.042821,-0.173820,0.000000,-0.035074,-1.964171,-0.000003,0.000000,,
1624114603.675,,,,,,,,,,,,1452.000000,1548.000000
1624114603.675,0.085643,,,,,,,,,,,,
1624114603.675,,,,,,,,,,,,,
1624114603.704,,,,,,,,,,,,,
1624114603.708,,,,,,,,,,,,,
1624114603.709,,,,,,,,,,,,,
1624114603.709,,0.000000,-0.130999,0.000000,-0.042728,-0.173727,0.000000,-0.035056,-1.963118,-0.000003,0.000000,,
1624114603.709,,,,,,,,,,,,1452.000000,1548.000000
1624114603.709,,,,,,,,,,,,,
1624114603.709,0.085456,,,,,,,,,,,,
1624114603.709,,,,,,,,,,,,,
1624114603.764,,,,,,,,,,,,,
1624114603.765,,,,,,,,,,,,,
1624114603.765,,,,,,,,,,,,,
1624114603.765,,0.000000,-0.130999,0.000000,-0.041581,-0.172581,0.000000,-0.034824,-1.950160,-0.000003,0.000000,,
1624114603.765,,,,,,,,,,,,1452.000000,1548.000000
1624114603.765,0.083163,,,,,,,,,,,,
